day, month, hour, weekend, publicHoliday, daysBeforeBooking, weatherCondition, occupancyRate, target_multiplier
 15,    11,   15,       1,             0,                30,                0,          0.45,              0.87
  6,     3,   15,       0,             0,                 9,                1,          0.94,              0.99
 13,     5,    3,       0,             1,                14,                0,          0.33,              1.05
 29,     8,   22,       0,             1,                25,                0,          0.78,              1.56
 19,     4,   21,       0,             0,                22,                0,          0.41,              1.52
  3,    10,    6,       0,             0,                 9,                2,          0.1 ,              0.6
  8,     2,    0,       1,             0,                 1,                1,          0.1 ,              1.03
  8,     4,   23,       0,             0,                 4,                0,          0.43,              1.38
 23,     2,   22,       1,             0,                28,                2,          0.06,              1.36
 26,     3,   19,       0,             0,                 7,                2,          0.57,              1.08
 20,     4,    0,       0,             1,                 5,                1,          0.49,              1.08
 15,     4,    7,       1,             0,                 5,                0,          0.7 ,              0.93
  4,    10,   22,       0,             0,                 0,                1,          0.19,              1.46
 19,     9,    7,       0,             0,                15,                0,          0.59,              0.8
 21,    10,    9,       0,             0,                17,                0,          0.17,              0.72
  3,     6,    0,       0,             0,                 2,                0,          0.72,              0.8
 13,     9,   20,       1,             0,                 6,                0,          0.31,              1.57
  8,     4,   20,       0,             0,                11,                0,          0.61,              1.62
 23,     9,   13,       1,             0,                 9,                1,          0.88,              1.19
 16,    11,   13,       0,             0,                21,                0,          0.49,              0.82
 13,     9,    9,       0,             0,                20,                1,          0.19,              0.85
  3,     6,   18,       0,             1,                24,                1,          0.89,              1.66
 16,     5,   15,       1,             0,                 9,                0,          0.36,              0.97
  9,     3,    8,       1,             0,                22,                1,          0.73,              1.03
 28,     5,   19,       0,             0,                 8,                0,          0.32,              1.37
 14,     3,   15,       0,             0,                26,                1,          0.3 ,              0.78
 13,     5,   19,       1,             0,                10,                0,          0.64,              1.77
 21,     5,    7,       1,             0,                18,                1,          0.16,              0.96
 25,     2,    6,       1,             0,                26,                0,          0.87,              1.22
  7,     9,   10,       0,             0,                 7,                0,          0.39,              0.78
 15,     7,   20,       0,             0,                27,                0,          0.02,              1.44
  7,     6,    5,       0,             0,                24,                2,          0.31,              0.6
  6,     5,   14,       0,             0,                17,                1,          0.78,              0.77
  2,     4,   18,       1,             0,                 3,                2,          0.86,              1.61
  9,     8,   13,       0,             0,                 1,                2,          0.57,              0.6
 22,     2,   14,       1,             0,                12,                2,          0.29,              0.73
 24,     8,    5,       0,             0,                22,                1,          0.53,              0.76
 17,     1,   23,       0,             0,                13,                0,          0.84,              1.69
  5,    10,    9,       0,             0,                19,                2,          0.32,              0.6
 12,     1,   13,       0,             0,                29,                0,          0.39,              0.72
  1,     3,   15,       0,             0,                27,                0,          0.54,              0.74
 10,     5,   12,       0,             0,                21,                2,          0.89,              0.6
 11,     6,   10,       1,             0,                23,                0,          0.58,              1.04
 16,     4,    2,       0,             0,                14,                0,          0.21,              0.77
 14,     7,    7,       1,             0,                29,                0,          0.09,              1.04
  8,     7,    2,       1,             0,                12,                2,          0.1 ,              0.65
 24,     2,    1,       1,             0,                 5,                2,          0.95,              0.88
 17,     2,   20,       1,             0,                19,                1,          0.82,              1.99
 25,     2,   13,       0,             0,                 5,                2,          0.77,              0.6
 18,     2,   19,       0,             0,                 0,                0,          0.5 ,              1.41
 12,     9,   20,       0,             0,                14,                0,          0.67,              1.34
 25,     5,   21,       0,             0,                 5,                0,          0.13,              1.46
 17,    11,   14,       0,             0,                26,                0,          0.62,              0.77
 28,     8,    2,       1,             0,                14,                0,          0.81,              1.07
 26,     5,    0,       0,             0,                14,                0,          0.06,              0.71
 14,    11,   14,       1,             0,                13,                0,          0.3 ,              1.0
 16,     5,   19,       0,             0,                 9,                0,          0.11,              1.41
 14,     1,   21,       1,             0,                28,                0,          0.26,              1.8
  9,     6,    1,       1,             0,                26,                2,          0.77,              0.72
  4,     4,   17,       0,             0,                 7,                0,          0.33,              1.41
 25,     3,    0,       0,             0,                 3,                0,          0.69,              0.74
 23,     6,    8,       0,             0,                24,                0,          0.77,              0.81
 11,     2,    2,       0,             0,                21,                1,          0.82,              0.86
  6,     8,    1,       1,             0,                 5,                1,          0.87,              1.23
 15,     1,    3,       0,             1,                19,                1,          0.6 ,              0.91
  5,    12,   15,       0,             0,                23,                0,          0.28,              0.77
 11,     9,   21,       0,             0,                20,                0,          0.15,              1.37
 25,     8,    0,       0,             0,                27,                0,          0.5 ,              0.79
 18,     1,    8,       0,             0,                16,                0,          0.1 ,              0.84
 30,    10,    7,       1,             0,                22,                1,          0.91,              1.07
 13,    12,    5,       0,             0,                23,                2,          0.44,              0.6
 11,     9,   19,       0,             0,                21,                0,          0.87,              1.55
 14,     2,   17,       0,             0,                 6,                1,          0.71,              1.54
 28,     3,   15,       1,             0,                11,                0,          0.86,              1.11
 18,     2,    7,       0,             0,                22,                0,          0.88,              1.01
 27,     8,   22,       0,             1,                 3,                0,          0.05,              1.82
 28,     2,    3,       0,             0,                13,                2,          0.73,              0.6
 31,    10,    2,       1,             0,                 3,                0,          0.23,              0.88
 25,     2,   14,       0,             0,                29,                1,          0.99,              0.99
 28,     1,    5,       0,             1,                15,                0,          0.78,              0.94
 19,     7,    0,       0,             0,                27,                0,          0.0 ,              0.74
 24,    12,   17,       1,             0,                30,                0,          0.93,              1.74
 27,     2,   22,       0,             0,                 0,                0,          0.29,              1.62
 15,    10,   10,       1,             0,                17,                1,          0.42,              0.97
  9,     5,    2,       0,             0,                18,                1,          0.61,              0.71
  8,     5,   12,       0,             0,                20,                0,          0.92,              1.03
 20,     3,   16,       1,             0,                30,                1,          0.93,              1.93
 28,     3,   17,       0,             0,                 9,                0,          0.56,              1.4
  1,    12,   13,       0,             0,                24,                1,          0.32,              0.75
  4,     3,    6,       0,             0,                 4,                1,          0.28,              0.67
 14,     6,    6,       0,             1,                12,                0,          0.36,              1.06
 25,     4,   13,       1,             0,                 5,                1,          0.18,              1.01
  2,     3,   23,       1,             0,                29,                0,          0.67,              1.68
 16,     2,   14,       0,             0,                22,                0,          0.53,              0.84
  3,     3,   11,       1,             0,                 3,                1,          0.77,              1.02
 26,     4,   11,       1,             0,                15,                0,          0.09,              0.98
  8,     6,    7,       1,             0,                 7,                0,          0.4 ,              0.92
  6,     4,   15,       0,             0,                15,                0,          0.24,              0.84
 16,     8,    8,       0,             0,                10,                1,          0.54,              0.8
 24,     3,    1,       1,             0,                21,                0,          0.47,              0.94
 16,    12,   13,       0,             1,                26,                0,          0.45,              0.96
  7,     3,   23,       1,             0,                 0,                0,          0.32,              1.63
 30,     3,   23,       0,             0,                21,                0,          0.73,              1.26
 13,     8,   15,       0,             0,                17,                1,          0.48,              0.74
 13,     4,    4,       0,             0,                 3,                0,          0.2 ,              0.85
  5,     1,    4,       0,             0,                10,                1,          0.55,              0.72
 25,     2,   19,       1,             0,                19,                1,          0.6 ,              1.58
 20,    10,   20,       0,             0,                 9,                0,          0.02,              1.48
 22,     2,   17,       0,             0,                15,                0,          0.2 ,              1.5
 18,     3,   17,       0,             0,                28,                1,          0.24,              1.52
 15,     6,    4,       0,             0,                 9,                0,          0.25,              0.79
 18,     8,   10,       0,             0,                 4,                2,          0.24,              0.6
  2,    12,   12,       1,             1,                25,                2,          0.27,              0.68
 10,     1,    2,       1,             0,                27,                1,          0.26,              0.9
 23,     9,   16,       0,             0,                17,                2,          0.88,              1.47
 13,     1,   17,       1,             0,                21,                1,          0.32,              1.73
 18,    10,   13,       1,             0,                10,                0,          0.35,              0.94
 15,     2,   11,       0,             0,                 2,                0,          0.27,              0.79
 31,     3,   13,       0,             0,                 8,                0,          0.97,              0.97
 12,     7,   17,       0,             0,                14,                0,          0.54,              1.43
 15,     9,   19,       0,             0,                21,                0,          0.61,              1.43
 13,     3,    1,       0,             0,                18,                0,          0.74,              0.79
 18,     8,    6,       0,             1,                18,                0,          0.33,              1.0
 15,     9,   14,       0,             0,                 4,                0,          0.97,              0.89
 25,    10,    9,       1,             0,                 5,                0,          0.15,              0.94
 23,     7,   14,       1,             0,                 3,                0,          0.46,              0.94
 11,     4,   16,       0,             0,                11,                1,          0.15,              1.57
 19,     4,   10,       1,             0,                 4,                0,          0.79,              0.96
  3,     4,    1,       1,             0,                 2,                1,          0.11,              0.97
  7,     6,   20,       0,             0,                 9,                2,          0.55,              1.0
 21,     4,   17,       0,             0,                12,                1,          0.1 ,              1.47
 26,     5,    3,       0,             0,                 3,                0,          0.45,              0.8
 14,     9,    8,       0,             1,                23,                1,          0.28,              0.92
 14,    12,   16,       0,             0,                 7,                0,          0.9 ,              1.66
 22,     7,   16,       0,             0,                 0,                1,          0.05,              1.57
 13,     8,   16,       0,             0,                19,                0,          0.65,              1.33
 12,     5,   15,       0,             0,                 1,                1,          0.7 ,              0.78
 24,     5,   19,       1,             1,                 3,                1,          0.89,              1.93
  9,    11,    7,       1,             0,                20,                1,          0.88,              1.16
  1,     7,   22,       1,             0,                 0,                1,          0.98,              1.89
 19,    11,   14,       1,             0,                27,                0,          0.25,              0.9
 11,    12,    0,       1,             0,                20,                1,          0.27,              0.97
 23,     8,   18,       0,             0,                 6,                0,          0.4 ,              1.51
 22,     9,   14,       1,             1,                 4,                0,          0.54,              0.93
 23,     2,    8,       1,             0,                22,                0,          0.37,              0.98
 24,     3,    4,       0,             0,                12,                0,          0.74,              0.67
 22,    12,   15,       0,             0,                24,                0,          0.01,              0.76
 19,    12,   12,       0,             0,                12,                1,          0.02,              0.81
 18,     2,   15,       0,             1,                 7,                1,          0.72,              0.94
 12,    10,   21,       0,             0,                16,                0,          0.88,              1.66
 23,     7,   10,       0,             0,                29,                0,          0.78,              0.77
 28,    12,   12,       1,             0,                30,                1,          0.12,              1.05
 28,     2,    5,       0,             0,                 9,                1,          0.93,              1.08
 28,    12,   19,       0,             0,                 9,                0,          0.52,              1.38
 27,     2,   16,       0,             0,                 1,                0,          0.74,              1.57
  1,     2,    4,       1,             0,                 5,                2,          0.2 ,              0.7
 19,    12,   16,       1,             0,                20,                0,          0.55,              1.72
 28,     4,    0,       0,             0,                 0,                0,          0.33,              0.8
 27,     1,    4,       0,             0,                29,                2,          0.97,              0.66
 20,     2,    4,       0,             1,                17,                0,          0.47,              0.99
 29,     3,    6,       1,             0,                 2,                1,          0.76,              1.06
 30,     7,   15,       1,             0,                25,                0,          0.6 ,              1.0
 17,    10,   17,       1,             0,                20,                0,          0.09,              1.74
  5,     1,    5,       0,             0,                 6,                0,          0.54,              0.87
 26,     6,    1,       0,             0,                15,                0,          0.54,              0.84
  3,     3,   12,       0,             1,                21,                1,          0.72,              0.98
  2,     3,    9,       1,             0,                 2,                0,          0.32,              1.07
 31,     4,   20,       0,             0,                 5,                1,          0.86,              1.7
  3,     4,   19,       1,             0,                 3,                0,          0.62,              1.68
  8,     7,   10,       1,             0,                15,                0,          0.04,              0.95
 16,     3,   20,       1,             0,                 2,                1,          0.71,              1.76
  6,     8,    1,       0,             0,                 3,                0,          0.91,              0.92
 13,     8,    7,       0,             0,                10,                0,          0.68,              0.79
 30,    11,   23,       1,             0,                23,                0,          0.38,              1.69
 23,     7,   21,       1,             0,                16,                0,          0.59,              1.68
 28,     2,   18,       0,             0,                18,                0,          0.17,              1.38
 22,     5,   19,       1,             0,                25,                1,          0.6 ,              1.53
 22,     6,   16,       0,             0,                30,                1,          0.5 ,              1.33
 16,    12,   15,       0,             0,                27,                1,          0.03,              0.77
 28,    10,    9,       0,             0,                 7,                2,          0.32,              0.6
 16,     4,    4,       1,             0,                27,                2,          0.19,              0.71
  3,    10,   13,       0,             1,                13,                1,          0.39,              0.97
 28,     5,   23,       0,             0,                25,                0,          0.24,              1.55
 13,     9,   18,       0,             1,                15,                1,          0.83,              1.86
 14,    11,    3,       0,             0,                24,                0,          0.7 ,              0.66
  8,     7,   19,       1,             0,                18,                0,          0.74,              1.62
 12,     2,   15,       0,             0,                15,                0,          0.36,              0.75
 23,    11,   23,       1,             0,                24,                2,          0.0 ,              1.41
 23,     1,   14,       1,             0,                 9,                2,          0.22,              0.74
 22,     2,    8,       1,             0,                14,                1,          0.76,              1.06
 21,     3,    2,       1,             0,                26,                0,          0.6 ,              1.03
 26,    11,   22,       0,             0,                25,                0,          0.54,              1.55
  8,     2,    8,       0,             0,                 3,                0,          0.28,              0.72
 21,    11,   17,       0,             0,                27,                1,          0.08,              1.45
 25,     3,    3,       0,             0,                 3,                1,          0.78,              0.87
  9,    10,   18,       0,             0,                28,                1,          0.04,              1.36
  1,    11,   23,       0,             0,                12,                0,          0.06,              1.5
  6,    11,    3,       1,             0,                11,                0,          0.29,              0.97
 23,    12,    8,       1,             0,                14,                0,          0.57,              0.95
 19,    12,    0,       0,             0,                28,                0,          0.99,              0.93
 23,     9,    0,       0,             0,                22,                0,          0.09,              0.77
 11,     4,   19,       0,             0,                12,                0,          0.47,              1.46
 11,    12,   18,       0,             0,                 5,                2,          0.6 ,              1.25
 23,     9,    2,       1,             0,                25,                1,          0.82,              1.14
 30,    11,    9,       0,             0,                13,                1,          0.69,              0.82
 13,     3,   11,       0,             0,                30,                0,          0.81,              0.94
 11,    12,   17,       0,             0,                 2,                0,          0.52,              1.3
 18,     1,   13,       0,             1,                 7,                0,          0.43,              0.94
 23,    11,    9,       0,             1,                11,                0,          0.62,              0.97
 15,     5,    9,       0,             0,                29,                1,          0.9 ,              0.97
  1,    10,   17,       0,             0,                13,                0,          0.55,              1.38
 21,    10,   23,       0,             0,                 4,                0,          0.61,              1.46
 25,     2,    0,       0,             0,                 1,                0,          0.34,              0.76
  7,     4,   14,       0,             0,                 9,                1,          0.6 ,              0.82
 23,     2,    7,       1,             0,                29,                2,          0.63,              0.63
 27,     2,    2,       0,             0,                 2,                1,          0.75,              0.75
 13,     3,   17,       0,             0,                22,                0,          0.57,              1.53
 12,     5,    8,       0,             0,                 9,                0,          0.2 ,              0.79
 18,     4,   15,       0,             0,                 8,                1,          0.58,              0.79
 24,     2,   20,       0,             0,                16,                0,          0.3 ,              1.41
 19,    11,   14,       0,             0,                27,                0,          0.09,              0.71
 15,    10,    4,       0,             0,                 5,                0,          0.83,              0.98
  8,     2,   12,       0,             0,                26,                0,          0.07,              0.84
 19,     6,   21,       0,             1,                29,                0,          0.63,              1.74
 10,     7,   19,       0,             0,                 8,                1,          0.99,              1.57
  7,    12,    6,       1,             0,                22,                0,          0.09,              1.01
 18,    10,   15,       0,             0,                 2,                1,          0.22,              0.87
 16,     6,    6,       0,             0,                 6,                2,          0.76,              0.6
 20,     7,   21,       0,             0,                11,                0,          0.1 ,              1.57
 27,     1,   15,       0,             0,                17,                0,          0.83,              0.96
  6,     6,   12,       1,             1,                 9,                1,          0.0 ,              1.0
 27,    11,   16,       0,             0,                 1,                1,          0.89,              1.62
  9,     3,    8,       1,             0,                16,                0,          0.07,              1.07
 21,     1,   11,       0,             0,                30,                1,          0.92,              1.03
 13,     8,   12,       0,             0,                 2,                1,          0.86,              0.99
 25,     4,    8,       0,             0,                 0,                2,          0.54,              0.6
 31,    10,    4,       1,             0,                 7,                1,          0.78,              0.97
 21,     8,    6,       0,             0,                12,                0,          0.07,              0.71
 26,    10,    0,       0,             0,                10,                0,          0.14,              0.8
  8,    11,    3,       0,             0,                 7,                0,          0.37,              0.77
 16,     4,    3,       0,             0,                19,                0,          0.54,              0.8
 13,     4,   15,       1,             0,                30,                1,          0.87,              1.14
 13,    12,    4,       0,             0,                 0,                2,          0.54,              0.6
 17,    10,   21,       0,             0,                 1,                2,          0.67,              1.27
 23,     4,    3,       0,             0,                17,                0,          0.68,              0.76
 20,     6,    5,       0,             0,                17,                0,          0.88,              1.05
  5,     9,   22,       0,             0,                 8,                1,          0.78,              1.31
 22,     5,    2,       0,             0,                 6,                0,          0.98,              1.01
 21,    12,    7,       0,             0,                 8,                0,          0.02,              0.76
 28,    10,   16,       0,             0,                 9,                1,          0.21,              1.54
 17,     8,   17,       1,             0,                25,                1,          0.93,              1.72
 28,     8,   17,       0,             0,                 1,                2,          0.79,              1.16
  9,     4,   11,       0,             0,                 4,                0,          0.27,              0.74
  2,    11,    0,       0,             0,                16,                1,          0.97,              1.02
 25,    10,   22,       0,             0,                 1,                1,          0.87,              1.46
 26,     9,   11,       0,             0,                19,                0,          0.06,              0.8
 18,     9,   10,       1,             0,                 9,                1,          0.81,              1.25
  9,     5,   12,       0,             0,                30,                0,          0.78,              0.86
  6,     6,    2,       0,             0,                 0,                1,          0.22,              0.74
 11,     5,    7,       0,             0,                11,                1,          0.67,              0.88
 25,     3,    2,       0,             1,                23,                0,          0.97,              1.16
 29,    11,   16,       0,             0,                14,                1,          0.68,              1.52
  6,     8,   12,       1,             0,                 5,                0,          0.81,              1.2
  6,     9,    9,       1,             1,                13,                1,          0.1 ,              1.0
 13,     4,   16,       0,             0,                13,                1,          0.73,              1.61
 11,     9,    2,       0,             0,                14,                1,          0.2 ,              0.82
 14,     9,   12,       0,             0,                 0,                2,          0.07,              0.6
  2,     7,   21,       0,             0,                24,                0,          0.55,              1.47
  8,     8,    5,       0,             0,                30,                0,          0.75,              0.75
  3,     3,   13,       0,             0,                16,                2,          0.55,              0.6
 23,     5,    9,       1,             0,                10,                1,          0.93,              1.2
 21,     3,   19,       0,             0,                14,                2,          0.7 ,              1.03
  3,     7,   15,       0,             0,                19,                0,          0.12,              0.78
  1,     6,   17,       0,             0,                15,                1,          0.93,              1.78
 24,    11,   12,       0,             0,                20,                2,          0.15,              0.6
 19,     3,    9,       0,             1,                28,                1,          0.76,              0.94
 18,     9,    5,       0,             0,                26,                2,          0.15,              0.6
 17,    12,    9,       0,             0,                 8,                0,          1.0 ,              0.91
 20,     1,    4,       1,             0,                28,                0,          0.33,              1.01
 29,    10,    5,       0,             0,                11,                0,          0.5 ,              0.84
 24,     3,    6,       0,             0,                30,                0,          0.47,              0.8
 13,    11,   10,       1,             0,                 1,                0,          0.1 ,              0.92
  3,    10,   15,       0,             0,                14,                2,          0.49,              0.6
 30,    11,   11,       0,             1,                27,                1,          0.15,              1.0
  1,     7,   11,       0,             0,                 8,                2,          0.8 ,              0.6
  4,     3,   22,       0,             0,                27,                2,          0.96,              1.24
 25,     3,   19,       0,             0,                15,                0,          0.81,              1.61
 13,     2,    4,       1,             1,                29,                0,          0.43,              0.96
 17,     9,   15,       0,             0,                16,                0,          0.0 ,              0.69
 28,    11,    5,       1,             1,                19,                1,          0.04,              0.95
 30,     4,    8,       1,             0,                26,                0,          0.5 ,              0.92
 11,    10,    4,       1,             0,                22,                1,          0.68,              0.99
  2,     6,   20,       0,             0,                 3,                0,          0.82,              1.51
 25,     2,   22,       0,             0,                 7,                0,          0.6 ,              1.56
 16,     9,   15,       1,             0,                 6,                0,          0.98,              1.2
  2,     7,   17,       1,             0,                 5,                1,          0.49,              1.58
 29,    10,   18,       1,             0,                 4,                2,          0.6 ,              1.26
 19,     5,   11,       0,             0,                 9,                2,          0.23,              0.6
 23,     7,    1,       0,             1,                 2,                2,          0.34,              0.69
 19,     4,    9,       1,             0,                23,                0,          0.68,              0.95
 25,    10,   11,       1,             0,                19,                1,          0.6 ,              0.95
 16,     7,   13,       0,             0,                23,                0,          0.37,              0.74
 22,     2,   17,       0,             0,                16,                0,          0.11,              1.62
 19,     7,   18,       0,             0,                15,                1,          0.34,              1.54
  9,     4,    5,       0,             0,                10,                0,          0.04,              0.77
  1,     4,    4,       1,             0,                12,                0,          0.58,              0.96
 10,     1,   15,       0,             1,                17,                0,          0.32,              0.99
 19,    12,   13,       0,             1,                13,                2,          0.38,              0.61
  1,     3,   12,       1,             0,                 1,                1,          0.58,              0.9
  2,     5,   20,       0,             0,                11,                0,          0.58,              1.54
 16,     5,    1,       1,             0,                21,                2,          0.59,              0.65
 12,     2,    1,       1,             0,                20,                2,          0.49,              0.66
  8,     4,   11,       1,             0,                28,                1,          0.49,              0.94
 23,     1,    0,       0,             0,                25,                1,          0.82,              0.93
 18,     9,   18,       0,             0,                 9,                0,          0.47,              1.45
  2,     1,   15,       0,             0,                28,                0,          0.54,              0.85
 25,     6,    6,       0,             0,                 6,                0,          0.99,              0.91
 29,     7,   20,       0,             0,                 1,                2,          0.18,              1.2
 13,     3,    6,       0,             0,                24,                1,          0.73,              0.8
  6,    12,   15,       0,             1,                17,                0,          0.47,              0.96
 21,     1,    5,       0,             0,                16,                1,          0.83,              1.03
 26,     7,   17,       1,             0,                15,                1,          0.4 ,              1.56
  6,     3,    0,       1,             0,                29,                1,          0.3 ,              0.99
  9,    10,    0,       0,             0,                 1,                0,          0.21,              0.77
 16,    12,   13,       1,             0,                10,                1,          0.87,              1.09
 11,    12,    5,       0,             0,                18,                0,          0.72,              0.8
  7,     6,    5,       1,             0,                30,                0,          0.08,              0.97
 31,    12,    3,       0,             0,                30,                1,          0.71,              0.67
 10,     6,   11,       0,             0,                29,                0,          0.04,              0.72
 10,    12,   17,       0,             0,                21,                1,          0.18,              1.58
 30,     4,    9,       0,             0,                 6,                0,          0.59,              0.85
 25,    12,    2,       0,             0,                26,                2,          0.46,              0.6
 20,    11,    2,       0,             0,                21,                1,          0.84,              0.89
 18,     6,    7,       0,             0,                16,                0,          0.61,              0.79
 28,    11,   21,       0,             0,                14,                1,          0.96,              1.64
 24,    10,   22,       0,             0,                 8,                0,          0.86,              1.62
 20,     4,    0,       0,             1,                11,                1,          0.34,              1.02
 29,     8,   17,       0,             0,                 7,                0,          0.83,              1.55
  9,     9,   14,       0,             0,                27,                0,          0.87,              0.95
 31,     2,   20,       1,             1,                 1,                2,          0.97,              1.59
 15,     7,   19,       0,             0,                16,                0,          0.01,              1.51
  4,     9,   16,       1,             0,                15,                1,          0.87,              1.71
 31,     9,   10,       0,             0,                22,                0,          0.07,              0.73
  8,    12,   12,       1,             0,                15,                1,          0.53,              0.99
  9,     5,   19,       0,             1,                 2,                0,          0.41,              1.76
 13,     1,    9,       0,             0,                18,                0,          0.92,              1.03
  9,     6,   12,       0,             0,                15,                0,          0.41,              0.72
 26,     8,   16,       0,             0,                30,                0,          0.6 ,              1.53
  4,     1,   20,       0,             0,                10,                2,          0.69,              1.21
 17,     2,    0,       1,             1,                25,                2,          0.02,              0.6
 16,     1,   19,       1,             0,                 8,                2,          0.59,              1.45
 15,     5,   15,       0,             0,                13,                0,          0.52,              0.73
  3,     2,   15,       1,             0,                 1,                0,          0.59,              0.94
 25,    10,   20,       1,             0,                29,                1,          0.08,              1.79
 20,    10,    2,       0,             0,                12,                2,          0.06,              0.6
  5,     4,    1,       1,             0,                 4,                1,          0.18,              0.92
 23,     1,    5,       0,             0,                19,                0,          0.87,              1.02
  5,     7,   10,       0,             0,                13,                1,          0.36,              0.78
 20,     8,    2,       0,             0,                 0,                0,          0.43,              0.87
 15,     5,    0,       1,             0,                 5,                2,          0.39,              0.71
 18,     2,   10,       0,             0,                21,                2,          0.71,              0.6
 15,     8,   12,       0,             0,                10,                2,          0.26,              0.6
  2,     1,    4,       0,             0,                16,                0,          0.07,              0.75
 29,     7,   17,       0,             0,                22,                0,          0.38,              1.52
 13,     1,   14,       0,             0,                21,                1,          0.73,              0.78
  4,    12,   17,       0,             0,                13,                0,          0.91,              1.73
 10,     6,   14,       0,             0,                13,                0,          0.05,              0.69
 13,     6,   19,       0,             0,                19,                1,          0.81,              1.59
 10,     5,   19,       0,             0,                 6,                0,          0.07,              1.54
 29,     2,   19,       1,             1,                18,                0,          0.33,              1.8
 31,     2,    6,       1,             0,                25,                0,          0.02,              0.96
  9,     9,   16,       0,             0,                26,                2,          0.91,              1.28
  8,     5,    7,       0,             0,                21,                1,          0.71,              0.73
  3,     5,   12,       1,             0,                 5,                1,          0.37,              1.0
 16,     7,   15,       0,             1,                30,                0,          0.38,              1.01
 31,     6,    9,       1,             0,                12,                1,          0.64,              0.95
 14,     2,   13,       0,             0,                 9,                0,          0.09,              0.82
  9,    11,    5,       0,             1,                21,                1,          0.15,              0.92
 30,     1,   19,       0,             0,                30,                1,          0.85,              1.67
 21,     5,   21,       0,             0,                18,                2,          0.2 ,              1.26
 11,     4,    6,       0,             0,                30,                0,          0.73,              0.76
  3,    12,    5,       0,             0,                 9,                0,          0.23,              0.71
  5,     3,   16,       1,             0,                 4,                2,          0.09,              1.45
 29,     2,   20,       0,             0,                12,                2,          0.9 ,              1.27
 10,    10,   23,       0,             0,                16,                0,          0.9 ,              1.74
 13,     2,    7,       0,             0,                21,                0,          0.61,              0.81
  4,     4,   11,       0,             0,                22,                0,          0.46,              0.82
 24,     2,    3,       0,             0,                 4,                0,          0.55,              0.69
 13,     4,    9,       0,             0,                20,                1,          0.41,              0.76
 12,     3,    5,       0,             0,                28,                1,          0.76,              0.78
  5,     9,    6,       0,             0,                21,                0,          0.75,              0.76
 10,     7,   20,       0,             0,                 6,                1,          0.82,              1.79
 28,    11,    7,       1,             0,                19,                0,          0.52,              0.89
 24,    12,    2,       1,             0,                 6,                0,          0.8 ,              1.06
  9,     3,    7,       1,             0,                14,                0,          0.16,              0.98
 20,     8,   14,       1,             0,                14,                0,          0.03,              1.09
  7,     9,   20,       0,             0,                20,                1,          0.65,              1.44
  2,     7,    0,       1,             1,                22,                0,          0.11,              1.05
 22,     6,   12,       0,             0,                 0,                1,          0.55,              0.81
 24,     4,   21,       0,             0,                25,                1,          0.72,              1.43
 28,     5,   17,       0,             0,                11,                2,          0.41,              1.22
 23,     8,   14,       1,             0,                 1,                2,          0.04,              0.62
  7,     3,    6,       0,             0,                17,                1,          0.89,              1.07
